patentID,grantdate,appldate,patent_title,country,firmID
9438842,20160906,20131205,"Reproduction control apparatus, reproduction control method, and storage medium",JP,2721
10014931,20180703,20080111,Method and system for transmitting and receiving signal using multiple frequency bands in a wireless communication system,KR,104604
9258836,20160209,20131226,"Information processing apparatus, control method therefor, and recording medium",JP,2721
9649853,20170516,20160708,Image processing apparatus and method for processing image,JP,2721
9565123,20170207,20151005,Methods and systems for scheduling OFDM frames,US,1690
10373905,20190806,20180412,Integrating metal-insulator-metal capacitors with air gap process flow,US,6066
8502085,20130806,20070914,Multi-layer substrate with a via hole and electronic device having the same,KR,104604
9449173,20160920,20140923,Techniques for enabling co-existence of multiple security measures,US,6008
9800561,20171024,20141106,Secure sharing of user annotated subscription media with trusted devices,US,6008
9315026,20160419,20150812,Method for manufacturing liquid discharge head,JP,2721
8683158,20140325,20051230,Steering system management code region accesses,US,6008
9485068,20161101,20141105,Method and apparatus for mitigating pilot pollution in a wireless network,US,24800
10521359,20191231,20170508,Secure distance computations,US,6066
10321333,20190611,20170914,Beam switching with reset states,US,24800
8447807,20130521,20120307,Method and apparatus for updating and synchronizing information between a client and a server,US,1690
10129756,20181113,20160113,Proactive security for mobile devices,US,1690
10291976,20190514,20171109,Electronic devices with configurable capacitive proximity sensors,US,1690
9490881,20161108,20150616,Envelope tracking system for MIMO,US,24800
10339722,20190702,20151204,Display device and control method therefor,KR,104604
10026050,20180717,20150623,Association-based product design,US,6066
8988166,20150324,20111002,Structure and compact modeling of variable transmission lines,US,6066
9977075,20180522,20161123,Integrated circuit reliability assessment apparatus and method,US,6008
9338311,20160510,20120611,"Image-related handling support system, information processing apparatus, and image-related handling support method",JP,2721
10064030,20180828,20150223,Method of operating function and resource of electronic device,KR,104604
9118823,20150825,20111107,"Image generation apparatus, image generation method and storage medium for generating a target image based on a difference between a grip-state image and a non-grip-state image",JP,2721
8582834,20131112,20110830,Multi-image face-based image processing,US,1690
9469748,20161018,20150401,Smart composites containing modified cellulosic nanomaterials,US,6066
9207718,20151208,20140124,Portable electronic device,JP,9818
9426821,20160823,20060414,Method and apparatus for high rate packet data and low delay data transmissions,US,24800
10304896,20190528,20180112,Infrared detector and infrared sensor including the same,KR,104604
8994846,20150331,20130206,Image processing apparatus and image processing method for detecting displacement between images having different in-focus positions,JP,2721
9698666,20170704,20141209,Power supply and gate driver therein,KR,104604
9563481,20170207,20130806,Performing a logical partition migration utilizing plural mover service partition pairs,US,6066
9189887,20151117,20110413,Information processing apparatus and information processing method,JP,9818
10103147,20181016,20170501,Vertical transport transistors with equal gate stack thicknesses,US,6066
10257458,20190409,20180111,"Ramp signal generator of image sensor, and image sensor including same",KR,104604
9785853,20171010,20141119,Dynamically enabling an interactive element within a non-interactive view of a screen sharing session,US,6066
10237433,20190319,20160923,"Information processing apparatus, method of controlling the same, and storage medium for specifying a setting value to be rest and resetting the setting value after initialization",JP,2721
9129398,20150908,20130315,Edgel sampling for edge-based tracking,US,24800
9563454,20170207,20150203,Using a mobile device to transfer virtual machine between computers while preserving session,US,6066
10199473,20190205,20150325,"Semiconductor device, antenna switch circuit, and wireless communication apparatus",JP,9818
9922642,20180320,20140314,Training an at least partial voice command system,US,1690
9320010,20160419,20131224,"Apparatus, system and method of estimating a location of a mobile device",US,6008
9425584,20160823,20140422,"Laser drive device that drives laser diode, method of controlling the same, and storage medium",JP,2721
9667708,20170530,20151230,Boost orchestrator for client-server architectures,US,6066
10394588,20190827,20160210,Self-terminating or self-shelving virtual machines and workloads,US,6066
10304161,20190528,20170426,"Image processing apparatus, control method, and recording medium",JP,2721
9701532,20170711,20160629,Multi-faced component-based electromechanical device,US,6066
10248784,20190402,20161201,Sequential object set passwords,US,6066
9596337,20170314,20140515,Directing audio output based on device sensor input,JP,9818
10204962,20190212,20160725,Light source module and display apparatus having the same,KR,104604
8940580,20150127,20120709,Textured multi-junction solar cell and fabrication method,US,6066
9983892,20180529,20160812,Deep linking to mobile application states through programmatic replay of user interface events,KR,104604
9477620,20161025,20140708,Storage system for changing a data transfer speed and a method of changing the data transfer speed thereof,KR,104604
10193933,20190129,20130911,System and method for post-discovery communication within a neighborhood-aware network,US,24800
8379137,20130219,20070116,Imaging apparatus,JP,2721
10223186,20190305,20170201,Coherency error detection and reporting in a processor,US,6066
8576414,20131105,20081111,Bookbinding processing apparatus and control method thereof and program for setting recommended setting values as the setting values,JP,2721
10441163,20191015,20171127,Ophthalmic diagnosis support apparatus and ophthalmic diagnosis support method,JP,2721
10043110,20180807,20161019,Scene understanding using a neurosynaptic system,US,6066
8484760,20130709,20101123,Device comprising a cantilever and scanning system,US,6066
9472483,20161018,20150717,Integrated circuit cooling apparatus,US,6066
8660812,20140225,20110225,Methods for calibrating over-the-air path loss in over-the-air radio-frequency test systems,US,1690
10235303,20190319,20160809,Secure entry and exit for software modules protected by controlled encryption key management,US,24800
9426354,20160823,20150409,"Image processing apparatus, image sensing apparatus, control method, and recording medium",JP,2721
8756643,20140617,20120430,Wireless information transfer and interactive television system,US,6066
10205292,20190212,20170926,Socket contact techniques and configurations,US,6008
8482646,20130709,20100120,Image sensing device and camera,JP,2721
10235699,20190319,20151123,Automated updating of on-line product and service reviews,US,6066
9952328,20180424,20150819,Antenna pattern data mining for automotive GNSS receivers,US,24800
10490187,20191126,20160915,Digital assistant providing automated status report,US,1690
9516146,20161206,20141022,Skipping and parsing internet protocol version 6 extension headers to reach upper layer headers,US,6066
9723651,20170801,20151106,Enhanced connection management for multiple access networks,US,24800
9949032,20180417,20160923,Directivity speaker array,US,1690
10461975,20191029,20161007,Dynamic cyclic prefix (CP) length in wireless communication,US,24800
9972540,20180515,20160807,Semiconductor device having multiple thickness oxides,US,6066
10171104,20190101,20171108,Encoding variable length integers for graph compression,US,6066
8452105,20130528,20080528,Selecting a section of interest within an image,US,1690
9116936,20150825,20130606,Inline learning-based selective deduplication for primary storage systems,US,6066
8375220,20130212,20100402,"Methods and systems for secure remote wake, boot, and login to a computer from a mobile device",US,6008
9595053,20170314,20160615,Product recommendation using sentiment and semantic analysis,US,6066
10199551,20190205,20170628,Semiconductor light-emitting device,KR,104604
9395430,20160719,20140916,"Method of generating magnetic resonance image, method of acquiring phase information of phase contrast image, method of acquiring phase information of susceptibility weighted image, and apparatus for generating magnetic resonance image",KR,104604
8675265,20140318,20111101,Image reading apparatus,JP,2721
8917947,20141223,20120620,Selective predictor and selective predictive encoding for two-dimensional geometry compression,US,6066
9601494,20170321,20150303,Semiconductor devices having a supporter and methods of fabricating the same,KR,104604
8873839,20141028,20101007,"Apparatus of learning recognition dictionary, and method of learning recognition dictionary",JP,2721
9132980,20150915,20130823,"Printing apparatus, method for controlling the same, and storage medium",JP,2721
8416784,20130409,20090903,Apparatus and method for receiving packet data in wireless communication system,KR,104604
9923715,20180320,20150923,"System, apparatus and method for group key distribution for a network",US,6008
9775107,20170926,20141202,"Information processing device, information processing system, and information processing method",JP,9818
8476168,20130702,20110126,Non-conformal hardmask deposition for through silicon etch,US,6066
10299291,20190521,20170421,Identification and use of resource sets associated with different restriction levels for resource usage in a radio frequency spectrum band,US,24800
10218799,20190226,20160712,Optimizing client distance to network nodes,US,6066
9103681,20150811,20131016,Navigation application with several navigation modes,US,1690
9071712,20150630,20140415,Image forming apparatus,JP,2721
8674957,20140318,20120202,User input device for wireless back channel,US,24800
8990046,20150324,20110711,Method and portable terminal for estimating step length of pedestrian,KR,104604
9824936,20171121,20161013,Adjacent device isolation,US,24800
9361106,20160607,20131227,"SMS4 acceleration processors, methods, systems, and instructions",US,6008
10291450,20190514,20160331,Method and apparatus for transmitting and receiving data between terminal and base station in mobile communication system,KR,104604
9575661,20170221,20140819,Nonvolatile memory systems configured to use deduplication and methods of controlling the same,KR,104604
9565672,20170207,20150126,Techniques for improved multicast content delivery,US,6008
9819458,20171114,20110808,Feedback bundling for power-limited devices in wireless communications,US,24800
9325331,20160426,20151103,Prediction based digital control for fractional-N PLLs,US,6066
9040383,20150526,20130221,Devices with gate-to-gate isolation structures and methods of manufacture,US,6066
9544580,20170110,20131031,Image processing method and image processing apparatus,KR,104604
9099966,20150804,20110421,Dual time alignment architecture for transmitters using EER/ET amplifiers and others,KR,104604
8661313,20140225,20121228,Device communication techniques,US,6008
10373405,20190806,20160923,Vehicle generated data,US,6066
8419155,20130416,20091116,Printing apparatus,JP,2721
8659906,20140225,20120409,Printed circuit board,US,1690
8775318,20140708,20090330,Method and system for updating firmware of terminals in a broadcast system,KR,104604
8830739,20140909,20130309,Non-volatile memory device having multi-level cells and method of forming the same,KR,104604
9626432,20170418,20130909,Defect record classification,US,6066
10205941,20190212,20170614,Mode-dependent coefficient scanning and directional transforms for different colour sampling formats,JP,9818
8587530,20131119,20090512,"Information processing apparatus, information processing method, information processing program, and mobile terminal",JP,9818
10057332,20180821,20141211,Preemptive extraction of data from long latency storage in a cloud computing environment,US,6066
8773916,20140708,20130617,"Nonvolatile memory device, system and programming method with dynamic verification mode selection",KR,104604
9712881,20170718,20160204,Method and system for electronic communication to television,JP,9818
8926390,20150106,20080617,Method for manufacturing organic EL display and organic EL display,JP,9818
9189956,20151117,20120127,Remote controller and method of controlling light emission from light-emitting unit thereof,JP,9818
9420178,20160816,20140702,Thermal and power management,US,24800
8785281,20140722,20120209,CMOS structure and method for fabrication thereof using multiple crystallographic orientations and gate materials,US,6066
9934790,20180403,20160303,Encoded audio metadata-based equalization,US,1690
8665365,20140304,20120716,Image-pickup apparatus,JP,2721
9984331,20180529,20150608,Automated vehicular accident detection,US,6066
8937583,20150120,20081113,"Display apparatus, driving method for display apparatus and electronic apparatus",JP,9818
9136509,20150915,20110527,Battery cell with an integrated pouch metal foil terminal,US,1690
9681269,20170613,20160713,Positioning accuracy using 3D building models,US,1690
8508804,20130813,20101025,Movement detection apparatus and recording apparatus,JP,2721
8670569,20140311,20120503,Method for checking audio interface in AV system and apparatus using the same,KR,104604
8572069,20131029,20060403,Semi-automatic index term augmentation in document retrieval,US,1690
8574982,20131105,20100225,Implementing eDRAM stacked FET structure,US,6066
8699967,20140415,20100827,Uplink transmit diversity enhancement,US,24800
10002219,20180619,20160314,Method for placing parallel multiplier,KR,104604
10165423,20181225,20160606,Common search space for machine type communications,US,24800
8835922,20140916,20120803,Monitoring pad and semiconductor device including the same,KR,104604
8767601,20140701,20110329,Method of enhancing U-APSD for low power Wi-Fi,US,6008
10251224,20190402,20170403,Display module and method for coating the same,KR,104604
8399264,20130319,20101130,Alignment inspection,US,6008
9794467,20171017,20141029,"Focus adjustment apparatus, method for controlling focus adjustment apparatus, and storage medium",JP,2721
9720628,20170801,20150415,"Information processing system, information processing apparatus, information processing method, and storage medium",JP,2721
9464800,20161011,20140808,Light emitting module,KR,104604
9883525,20180130,20140730,Method and apparatus of configuring timing of uplink transmission,KR,104604
9529928,20161227,20130305,Intelligent categorization of bookmarks,US,6066
9424262,20160823,20130923,Computing system and data management method thereof,KR,104604
10075579,20180911,20150123,"Mobile terminal, user interface method in the mobile terminal, and cover of the mobile terminal",KR,104604
9277540,20160301,20110511,"System, apparatus and method for control channel configuration in wireless communication systems",US,24800
8737233,20140527,20110919,Increasing throughput of multiplexed electrical bus in pipe-lined architecture,US,6066
9794190,20171017,20150216,Managing asset deployment for a shared pool of configurable computing resources,US,6066
8669027,20140311,20111005,"Electrophotographic photosensitive member, process cartridge, electrophotographic apparatus, and method of manufacturing electrophotographic photosensitive member",JP,2721
9151610,20151006,20130608,Validating calibrated magnetometer data,US,1690
9867158,20180109,20140321,"Mobile information terminal, control method thereof, and storage medium",JP,2721
10459683,20191029,20150414,Player and playing method and program,JP,9818
8749903,20140610,20111206,Optical filter,JP,2721
9671968,20170606,20160516,Programmable peak-current control in non-volatile memory devices,US,1690
10140668,20181127,20130313,Gifting enabled by integration of commerce and social networks,US,6066
9732069,20170815,20150116,Carbazole compound and organic light emitting device including the same,KR,104604
9614987,20170404,20140319,"Mobile device and image forming apparatus for providing user interface screen, and method of providing user interface screen in the mobile device and image forming apparatus",KR,104604
8957985,20150217,20120629,Imaging apparatus and control method for imaging apparatus including image processing using either a reduced image or a divided image,JP,2721
9405251,20160802,20150520,"Image forming apparatus with moving mechanism configured to move at least one of heating member and pressing member between first, second, and third relative positions therebetween",JP,2721
9250982,20160202,20140916,Automatically deriving a command for starting a program in an operating system of a computer,US,6066
10409974,20190910,20161001,Technologies for authorizing a user to a protected system,US,6008
10013309,20180703,20160817,Missing slice reconstruction in a dispersed storage network,US,6066
9271376,20160223,20141001,Image display apparatus and control method,JP,9818
8908313,20141209,20130702,Transport system for transporting magnetic tape,US,6066
9128363,20150908,20100428,Micro-projection device with antispeckle vibration mode,US,6008
9991117,20180605,20170620,Fin patterns with varying spacing without fin cut,US,6066
9294356,20160322,20130618,"Optimizing resource usage in systems which include heterogeneous devices, including sensors and smartphones",US,6066
9727382,20170808,20150701,Parallelization method and electronic device based on profiling information,KR,104604
9627327,20170418,20150731,Semiconductor package and method of manufacturing the same,KR,104604
9590099,20170307,20150921,Semiconductor devices having gate structures and methods of manufacturing the same,KR,104604
9531975,20161227,20150629,Solid-state imaging device and camera,JP,9818
9612281,20170404,20141120,High-speed flip-flop with robust scan-in path hold time,US,24800
9882748,20180130,20141223,Technologies for configuring transmitter equalization in a communication system,US,6008
8615181,20131224,20120827,Image forming apparatus,JP,2721
10381323,20190813,20180517,Metal bonding pads for packaging applications,US,6066
8863136,20141014,20120514,Lock control in multiple processor systems,US,6066
10347717,20190709,20180628,Fabrication of nanowire vertical gate devices,US,6066
8717345,20140506,20110524,Pre-charging of sub-pixels,US,1690
8935519,20150113,20110112,Apparatus and method for booting in computer device with built-in communication module,KR,104604
9703186,20170711,20150630,"Mask including pellicle, pellicle repairing apparatus, and substrate manufacturing equipment",KR,104604
8824163,20140902,20110825,RF layered module using three dimensional vertical wiring and disposing method thereof,KR,104604
8495361,20130723,20070921,Securely creating an endorsement certificate in an insecure environment,US,6066
9432155,20160830,20150120,"Parallel wireless communication apparatus, method, and system",US,6008
10282019,20190507,20170420,Electronic device and method for processing gesture input,KR,104604
9685557,20170620,20130313,Different lightly doped drain length control for self-align light drain doping process,US,1690
10496703,20191203,20170627,Techniques for random operations on compressed data,US,6008
9820355,20171114,20160226,Electronic device with directional ambient light sensor,US,1690
8619654,20131231,20101223,Base station selection method for heterogeneous overlay networks,US,6008
9984064,20180529,20151111,Reduction of memory usage in feature generation,US,6066
8446437,20130521,20091202,"Display device, method of driving display device, and program",JP,9818
8635175,20140121,20110715,Managing capacities and structures in stochastic networks,US,6066
9782081,20171010,20150512,Photoacoustic apparatus,JP,2721
10372925,20190806,20141211,Data protected process cores,US,6066
9836652,20171205,20160202,Showing danger areas associated with objects using augmented-reality display techniques,US,6066
10229024,20190312,20160608,Assisted coherent shared memory,US,6008
8954869,20150210,20081216,Generating a front end graphical user interface for a plurality of text based commands,US,6066
8995462,20150331,20101210,Apparatus and method for performing contention based access in mobile communication system,KR,104604
8457768,20130604,20070604,Crowd noise analysis,US,6066
9953431,20180424,20160816,Image processing system and method for detection of objects in motion,JP,9818
10163454,20181225,20171026,Training deep neural network for acoustic modeling in speech recognition,US,6066
9497645,20161115,20130515,Method and apparatus for selecting reference signal tones for decoding a channel,US,24800
9800218,20171024,20160627,Apparatus and method for correcting baseline wander and offset insertion in AC coupling circuits,US,24800
9252229,20160202,20120906,Inversion thickness reduction in high-k gate stacks formed by replacement gate processes,US,6066
9589312,20170307,20141219,Exploiting frame-to-frame coherence for optimizing color buffer clear performance in graphics processing units,US,6008
9590318,20170307,20140724,"Modular design of a high power, low passive intermodulation, active universal distributed antenna system interface tray",US,6008
8385826,20130226,20090514,Methods and apparatus for supporting communication over different ranges in a wireless network,US,24800
9906481,20180227,20140411,Notification of electronic conversation,US,6066
9894807,20180213,20150127,"Changeable, airflow venting cover assembly for an electronics rack",US,6066
10223241,20190305,20170302,Resuming a remote debugging session using a backup node,US,6066
9450661,20160920,20120808,Method and apparatus for beam tracking in wireless communication system,KR,104604
10390283,20190820,20171128,Improving data throughput for cell-edge users in an LTE network#,US,6008
8655646,20140218,20060803,Apparatus and method for detecting named entity,KR,104604
